Name,Annotation status,Pseudechinus magellanicus,Tegula patagonica,Leucippa pentagona,Arbacia dufresnii,Patagonotothen,Pez,Clinidio,Helcogrammoides cunninghami,Nauticaris,Camaron,Pilumnoides hassleri,Pachycheles chubutensis,Collodes rostratus,Doris fontainii,Diaulula punctuolata,Allostichaster capensis,Polycera marplatensis,"
Fissurella patagonica",Phrikoceros mopsus,Cosmasterias lurida,Sebastes oculatus,Trapania,Cycethra verrucosa,Pleurobranchaea maculata,Congiopodus peruvianus,Ohioplocus januarii,Odontaster penicillatus,Calliostoma,Lamellaria,Berthella,Trophon geversianus,Fissurella radiosa,Anasterias minuta,Geitodoris patagonica,Quiton,Tyrinna delicata,Epitonium,Aeolidiella,Cirratulidae,Notas
IMG_0065_C2.jpg,confirmed,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0066_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0067_C2.jpg,confirmed,1,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0068_C2.jpg,confirmed,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0069_C2.jpg,confirmed,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0070_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0071_C2.jpg,confirmed,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0072_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0073_C2.jpg,confirmed,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0074_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0075_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0076_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0077_C2.jpg,confirmed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0078_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
IMG_0079_C2.jpg,confirmed,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0080_C2.jpg,confirmed,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0081_C2.jpg,confirmed,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0082_C2.jpg,confirmed,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0083_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0084_C2.jpg,confirmed,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0085_C2.jpg,confirmed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0086_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0087_C2.jpg,confirmed,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,point 38 ?
IMG_0088_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0089_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0090_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0091_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0092_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0093_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0094_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0095_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0096_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0097_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0098_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0099_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0100_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0101_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0102_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0103_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,
IMG_0104_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0105_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0106_C2.jpg,confirmed,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0107_C2.jpg,confirmed,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0108_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0109_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0110_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0111_C2.jpg,confirmed,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0112_C2.jpg,confirmed,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0113_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0114_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0115_C2.jpg,confirmed,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0116_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0117_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0118_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0119_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0120_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0121_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0122_C2.jpg,confirmed,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_1239_C2.jpg,confirmed,,13,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0124_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0125_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
IMG_0126_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0127_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0128_C2.jpg,confirmed,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0129_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0130_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0131_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0132_C2.jpg,confirmed,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0133_C2.jpg,confirmed,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0134_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0135_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0136_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0137_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0138_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0139_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0140_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0141_C2.jpg,confirmed,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0142_C2.jpg,confirmed,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0143_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0144_C2.jpg,confirmed,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0145_C2.jpg,confirmed,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0146_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0147_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0148_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0149_C2.jpg,confirmed,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
IMG_0150_C2.jpg,confirmed,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0151_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0152_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0153_C2.jpg,confirmed,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0154_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0155_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0156_C2.jpg,confirmed,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0157_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0158_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
IMG_0159_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0160_C2.jpg,confirmed,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
IMG_0161_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0162_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0163_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0164_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
IMG_0165_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0166_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0167_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
IMG_0168_C2.jpg,confirmed,,,,3,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
IMG_0169_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0170_C2.jpg,confirmed,,1,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0171_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0172_C2.jpg,confirmed,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0173_C2.jpg,confirmed,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
IMG_0174_C2.jpg,confirmed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0175_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0176_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0177_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0178_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0179_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halcurias dos colores
IMG_0181_C2.jpg,confirmed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0182_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
IMG_0183_C2.jpg,confirmed,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
IMG_0184_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0185_C2.jpg,confirmed,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0186_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0187_C2.jpg,confirmed,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0188_C2.jpg,confirmed,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0189_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0190_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0123_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0202_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0203_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0204_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0205_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0206_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0207_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0208_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0209_C2.jpg,confirmed,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0210_C2.jpg,confirmed,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0211_C2.jpg,confirmed,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0212_C2.jpg,confirmed,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0213_C2.jpg,confirmed,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0214_C2.jpg,confirmed,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0215_C2.jpg,confirmed,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0216_C2.jpg,confirmed,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0191_C2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0218_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0219_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0220_C2.jpg,confirmed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0221_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0222_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0223_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0224_C2.jpg,confirmed,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0225_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
IMG_0226_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0227_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0228_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0229_C2.jpg,confirmed,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0230_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0231_C2.jpg,confirmed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_0232_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
IMG_0233_C2.jpg,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
