"Name","Date","DataSet","region","site","reef name","reef area","understory","Height (cm)","Latitude","Longitude","Depth","Camera","Photographer","Water quality","Strobes","Framing gear used","White balance card","Comments","Row","Column","Label","Annotator","Date annotated","Machine suggestion 1","Machine confidence 1","Machine suggestion 2","Machine confidence 2","Machine suggestion 3","Machine confidence 3","Machine suggestion 4","Machine confidence 4","Machine suggestion 5","Machine confidence 5"
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,1088,"D.dichotom","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,1330,"D.dichotom","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,1572,"FILA","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,1814,"FILA","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,2056,"C.carnea","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",365,2298,"FILA","Imported",2023-08-11 00:20:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,120,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,362,"D.dichotom","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,604,"D.dichotom","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,846,"Datil","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,1088,"MAENRC","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,1330,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,1572,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,1814,"A.dufresni","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,2056,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",609,2298,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,120,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,362,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,604,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,846,"MAENRC","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,1088,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,1330,"FILA","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,1572,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,1814,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,2056,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",853,2298,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,120,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,362,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,604,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,846,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,1088,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,1330,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,1572,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,1814,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,2056,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1098,2298,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,120,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,362,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,604,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,846,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,1088,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,1330,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,1572,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,1814,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,2056,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1342,2298,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,120,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,362,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,604,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,846,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,1088,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,1330,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,1572,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,1814,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,2056,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1586,2298,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,120,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,362,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,604,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,846,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,1088,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMG_0430_C2.jpg",2019-09-18,"T1","GolfoNuevo","Bahia Piramides","Derby","vertical","no",45,-42.59191903,-64.30690058,"medium","Canon EOS REBEL SL1","Gonzalo Bravo","good","two","25x25cm","yes","Capitulo 2",1830,1330,"C.carnea","Imported",2023-08-11 00:20:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
